T,mean_price_abs_error,max_price_abs_error,mean_iv_abs_error,max_iv_abs_error
0.019178082191780823,0.03974168768967988,0.09585220894741708,0.021527049307772078,0.04850029935673472
0.038356164383561646,0.011506051580165285,0.04420165793114317,0.008604779370755794,0.025732517190966586
0.0821917808219178,0.013043310641219117,0.04238743053882299,0.008396809088967732,0.032573938304603034
0.1643835616438356,0.011617146818483129,0.05665833394079245,0.007880489375170654,0.033613443307407065
0.2465753424657534,0.009103549081974402,0.035540767268886775,0.0017087299022409414,0.007139742360140644
0.4931506849315068,0.03359516184961772,0.12681166262802712,0.002002306482242497,0.004867389788429599
1.0,0.08593653628112782,0.25720180105950385,0.0029560497073358285,0.007062649805874732
