model,T,forward,log_moneyness,strike,call_price,put_price,otm_type,otm_price,implied_vol
Black-Scholes,0.019178082191780823,100.03836352130087,-0.09177215189873417,91.26629900392588,8.76733885217985,0.0003198244526406356,P,0.0003198244526406356,0.19999981886513712
Black-Scholes,0.019178082191780823,100.03836352130087,-0.08227848101265822,92.1368771621747,7.898067566527305,0.0011259605260011915,P,0.0011259605260011915,0.2000001168883604
Black-Scholes,0.019178082191780823,100.03836352130087,-0.07278481012658228,93.01575965989922,7.022139764397358,0.0035751431327320444,P,0.0035751431327320444,0.19999996787674876
Black-Scholes,0.019178082191780823,100.03836352130087,-0.06329113924050633,93.90302571118664,6.1420682264622,0.010259321470048707,P,0.010259321470048707,0.20000000512965166
Black-Scholes,0.019178082191780823,100.03836352130087,-0.05379746835443039,94.79875528573768,5.263266999382898,0.026672465903027257,P,0.026672465903027257,0.20000000512965166
Black-Scholes,0.019178082191780823,100.03836352130087,-0.044303797468354444,95.70302911607442,4.395848285437094,0.06300746479587638,P,0.06300746479587638,0.20000000512965166
Black-Scholes,0.019178082191780823,100.03836352130087,-0.034810126582278444,96.61592870481661,3.5561746115754533,0.1357083008406211,P,0.1357083008406211,0.20000000047303879
Black-Scholes,0.019178082191780823,100.03836352130087,-0.0253164556962025,97.53753633202761,2.7669854518083916,0.2675966807854017,P,0.2675966807854017,0.20000000047303879
Black-Scholes,0.019178082191780823,100.03836352130087,-0.015822784810126556,98.46793506263037,2.0549208854914713,0.4853957011317327,P,0.4853957011317327,0.20000000047303879
Black-Scholes,0.019178082191780823,100.03836352130087,-0.006329113924050611,99.40720875389401,1.4452391924636594,0.8144474507548921,P,0.8144474507548921,0.20000000047303879
Black-Scholes,0.019178082191780823,100.03836352130087,0.0031645569620253333,100.355442062992,0.9552192848991855,1.2721154503097432,C,0.9552192848991855,0.20000000047303879
Black-Scholes,0.019178082191780823,100.03836352130087,0.012658227848101333,101.31272045463236,0.5890441139303954,1.8626680664793165,C,0.5890441139303954,0.20000000047303879
Black-Scholes,0.019178082191780823,100.03836352130087,0.022151898734177222,102.27913020876052,0.3366843228237499,2.576162172849269,C,0.3366843228237499,0.20000000047303879
Black-Scholes,0.019178082191780823,100.03836352130087,0.03164556962025322,103.25475842833589,0.17733938051675055,3.391884291216894,C,0.17733938051675055,0.20000000047303879
Black-Scholes,0.019178082191780823,100.03836352130087,0.04113924050632911,104.23969304718243,0.08564569216658029,4.284558709985786,C,0.08564569216658029,0.20000000512965166
Black-Scholes,0.019178082191780823,100.03836352130087,0.05063291139240511,105.23402283791422,0.03776163190405211,5.230432524840952,C,0.03776163190405211,0.20000000512965166
Black-Scholes,0.019178082191780823,100.03836352130087,0.060126582278481,106.23783741993648,0.015144419630503947,6.211052523541838,C,0.015144419630503947,0.20000000512965166
Black-Scholes,0.019178082191780823,100.03836352130087,0.069620253164557,107.25122726752315,0.00550771557352249,7.21422278855129,C,0.00550771557352249,0.19999996787674876
Black-Scholes,0.019178082191780823,100.03836352130087,0.07911392405063289,108.27428371797117,0.0018116733651665747,8.232994758263223,C,0.0018116733651665747,0.19999996787674876
Black-Scholes,0.019178082191780823,100.03836352130087,0.08860759493670889,109.30709897983301,0.0005378100616021518,9.263942105250024,C,0.0005378100616021518,0.19999981886513712
Black-Scholes,0.019178082191780823,100.03836352130087,0.09810126582278478,110.34976614122728,0.0001438197847838091,10.305615558210075,C,0.0001438197847838091,0.19999981886513712
Black-Scholes,0.038356164383561646,100.07674176019941,-0.1392405063291139,87.06864259852115,12.993311015703563,0.0001714691657001405,P,0.0001714691657001405,0.19999981886513712
Black-Scholes,0.038356164383561646,100.07674176019941,-0.12974683544303794,87.89917982137254,12.164002799554341,0.00044533883676058556,P,0.00044533883676058556,0.19999981886513712
Black-Scholes,0.038356164383561646,100.07674176019941,-0.120253164556962,88.73763943807268,11.327159568115206,0.0010974761303437473,P,0.0010974761303437473,0.2000001168883604
Black-Scholes,0.038356164383561646,100.07674176019941,-0.11075949367088606,89.58409701937575,10.483145749545928,0.002567793052296546,P,0.002567793052296546,0.19999996787674876
Black-Scholes,0.038356164383561646,100.07674176019941,-0.10126582278481011,90.43862885689614,9.632736783941413,0.005707933574782185,P,0.005707933574782185,0.19999996787674876
Black-Scholes,0.038356164383561646,100.07674176019941,-0.09177215189873417,91.30131196998478,8.777401611948877,0.012063769121905675,P,0.012063769121905675,0.20000000512965166
Black-Scholes,0.038356164383561646,100.07674176019941,-0.08227848101265822,92.17222411267078,7.919690382240877,0.02426311297641806,P,0.02426311297641806,0.20000000512965166
Black-Scholes,0.038356164383561646,100.07674176019941,-0.07278481012658228,93.05144378066953,7.063701520301357,0.04648279606574886,P,0.04648279606574886,0.20000000512965166
Black-Scholes,0.038356164383561646,100.07674176019941,-0.06329113924050633,93.93905021845752,6.2155506791651804,0.08491762476827382,P,0.08491762476827382,0.19999999581642594
Black-Scholes,0.038356164383561646,100.07674176019941,-0.05379746835443039,94.8351234264147,5.3837064555236696,0.14811610415295476,P,0.14811610415295476,0.20000000047303879
Black-Scholes,0.038356164383561646,100.07674176019941,-0.044303797468354444,95.73974416803496,4.57901875749066,0.24700881294767282,P,0.24700881294767282,0.20000000047303879
Black-Scholes,0.038356164383561646,100.07674176019941,-0.034810126582278444,96.65299397720533,3.8142762022588896,0.3944658084663218,P,0.3944658084663218,0.20000000047303879
Black-Scholes,0.038356164383561646,100.07674176019941,-0.0253164556962025,97.5749551655547,3.1032108249552355,0.604301342804377,P,0.604301342804377,0.20000000047303879
Black-Scholes,0.038356164383561646,100.07674176019941,-0.015822784810126556,98.50571082987265,2.459016788884888,0.8897925804933835,P,0.8897925804933835,0.20000000047303879
Black-Scholes,0.038356164383561646,100.07674176019941,-0.006329113924050611,99.44534485959892,1.8926236260996196,1.2619528465500525,P,1.2619528465500525,0.20000000047303879
Black-Scholes,0.038356164383561646,100.07674176019941,0.0031645569620253333,100.39394194438444,1.4110961151989618,1.7279315118298035,C,1.4110961151989618,0.20000000047303879
Black-Scholes,0.038356164383561646,100.07674176019941,0.012658227848101333,101.35158758172447,1.0165569419737002,2.2899366612945724,C,1.0165569419737002,0.20000000047303879
Black-Scholes,0.038356164383561646,100.07674176019941,0.022151898734177222,102.31836808466451,0.7059171810447968,2.9449655833488038,C,0.7059171810447968,0.20000000047303879
Black-Scholes,0.038356164383561646,100.07674176019941,0.03164556962025322,103.29437058957971,0.47148388567811733,3.6854123674246932,C,0.47148388567811733,0.20000000047303879
Black-Scholes,0.038356164383561646,100.07674176019941,0.04113924050632911,104.27968306402856,0.3022728336555642,4.500380657697892,C,0.3022728336555642,0.20000000047303879
Black-Scholes,0.038356164383561646,100.07674176019941,0.05063291139240511,105.27439431468142,0.18567891048178772,5.37735404421367,C,0.18567891048178772,0.20000000047303879
Black-Scholes,0.038356164383561646,100.07674176019941,0.060126582278481,106.27859399532467,0.10910640506886675,6.303826366566598,C,0.10910640506886675,0.20000000047303879
Black-Scholes,0.038356164383561646,100.07674176019941,0.069620253164557,107.29237261494137,0.061239437195719754,7.268572149431202,C,0.061239437195719754,0.20000000512965166
Black-Scholes,0.038356164383561646,100.07674176019941,0.07911392405063289,108.31582154586869,0.03279023462743488,8.26239488782942,C,0.03279023462743488,0.20000000512965166
Black-Scholes,0.038356164383561646,100.07674176019941,0.08860759493670889,109.34903303203352,0.016729882330126653,9.278357804571618,C,0.016729882330126653,0.20000000512965166
Black-Scholes,0.038356164383561646,100.07674176019941,0.09810126582278478,110.39210019726633,0.008125234144945,10.31162077023488,C,0.008125234144945,0.20000000512965166
Black-Scholes,0.038356164383561646,100.07674176019941,0.10759493670886078,111.4451170536946,0.003753045115717067,11.359054443874369,C,0.003753045115717067,0.19999996787674876
Black-Scholes,0.038356164383561646,100.07674176019941,0.11708860759493678,112.50817851021598,0.0016473717843157435,12.41878768178218,C,0.0016473717843157435,0.19999996787674876
Black-Scholes,0.038356164383561646,100.07674176019941,0.12658227848101267,113.58138038105265,0.0006866791077926647,13.489794652948985,C,0.0006866791077926647,0.19999981886513712
Black-Scholes,0.038356164383561646,100.07674176019941,0.13607594936708867,114.66481939438705,0.00027164356783680835,14.571572650799208,C,0.00027164356783680835,0.19999981886513712
Black-Scholes,0.038356164383561646,100.07674176019941,0.14556962025316456,115.75859320107996,0.00010192663670820412,15.663918875365209,C,0.00010192663670820412,0.19999981886513712
Black-Scholes,0.0821917808219178,100.1645187454837,-0.2151898734177215,80.77149738731214,19.34536865995006,0.0001068048298643029,P,0.0001068048298643029,0.19999981886513712
Black-Scholes,0.0821917808219178,100.1645187454837,-0.20569620253164556,81.54196690565452,18.576902479261086,0.00021269491011057624,P,0.00021269491011057624,0.19999981886513712
Black-Scholes,0.0821917808219178,100.1645187454837,-0.1962025316455696,82.31978583929678,17.801199598671662,0.00041320086748147165,P,0.00041320086748147165,0.19999981886513712
Black-Scholes,0.0821917808219178,100.1645187454837,-0.18670886075949367,83.10502429342024,17.018264966266383,0.0007832033187605777,P,0.0007832033187605777,0.19999981886513712
Black-Scholes,0.0821917808219178,100.1645187454837,-0.17721518987341772,83.89775304193098,16.228153965821367,0.001448685650129884,P,0.001448685650129884,0.19999996787674876
Black-Scholes,0.0821917808219178,100.1645187454837,-0.16772151898734178,84.6980435338388,15.431001110745264,0.002615434321389376,P,0.002615434321389376,0.19999996787674876
Black-Scholes,0.0821917808219178,100.1645187454837,-0.15822784810126583,85.50596789969696,14.627060716085035,0.004609717295715453,P,0.004609717295715453,0.19999996787674876
Black-Scholes,0.0821917808219178,100.1645187454837,-0.1487341772151899,86.32159895810328,13.81676209577406,0.007933487772778365,P,0.007933487772778365,0.20000000512965166
Black-Scholes,0.0821917808219178,100.1645187454837,-0.1392405063291139,87.14501022226341,13.000781015849531,0.013335843953291543,P,0.013335843953291543,0.20000000512965166
Black-Scholes,0.0821917808219178,100.1645187454837,-0.12974683544303794,87.97627590661651,12.180127445968798,0.021900787164650326,P,0.021900787164650326,0.20000000512965166
Black-Scholes,0.0821917808219178,100.1645187454837,-0.120253164556962,88.81547093352427,11.35624695562256,0.03514862474679446,P,0.03514862474679446,0.20000000512965166
Black-Scholes,0.0821917808219178,100.1645187454837,-0.11075949367088606,89.66267094002374,10.531129451038915,0.05514471369229836,P,0.05514471369229836,0.20000000512965166
Black-Scholes,0.0821917808219178,100.1645187454837,-0.10126582278481011,90.51795228464447,9.70741467678533,0.08460496904879859,P,0.08460496904879859,0.19999999581642594
Black-Scholes,0.0821917808219178,100.1645187454837,-0.09177215189873417,91.38139205429077,8.888479674989581,0.12698333000527892,P,0.12698333000527892,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,-0.08227848101265822,92.25306807118957,8.078490166000343,0.18652314748328047,P,0.18652314748328047,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,-0.07278481012658228,93.13305889990461,7.2823967070043185,0.26825334975101395,P,0.26825334975101395,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,-0.06329113924050633,94.02144385441746,6.505858529153191,0.37791228661394655,P,0.37791228661394655,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,-0.05379746835443039,94.9183030052761,5.755083770494008,0.5217879694761217,P,0.5217879694761217,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,-0.044303797468354444,95.82371718681185,5.0365843187734045,0.7064729213434761,P,0.7064729213434761,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,-0.034810126582278444,96.73776800442485,4.3568556594345536,0.9385440320883734,P,0.9385440320883734,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,-0.0253164556962025,97.66053784193925,3.722005115896189,1.2241908060657682,P,1.2241908060657682,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,-0.015822784810126556,98.59210986902853,3.1373632054995184,1.568826725467064,P,1.568826725467064,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,-0.006329113924050611,99.53256804871161,2.6071199752193848,1.9767255935089496,P,1.9767255935089496,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,0.0031645569620253333,100.48199714492044,2.134029145851919,2.4507256861700353,C,2.134029145851919,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,0.012658227848101333,101.44048273013985,1.7192168345484522,2.9920384823457136,C,1.7192168345484522,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,0.022151898734177222,102.40811119312023,1.3621191598470768,3.6001862765736052,C,1.3621191598470768,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,0.03164556962025322,103.38496974666377,1.0605562042695138,4.273076149397148,C,1.0605562042695138,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,0.04113924050632911,104.37114643548499,0.8109316651388829,5.007199626024936,C,0.8109316651388829,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,0.05063291139240511,105.36673014414632,0.6085314137375111,5.797931243404279,C,0.6085314137375111,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,0.060126582278481,106.37181060506919,0.44788296887868967,6.639888031784412,C,0.44788296887868967,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,0.069620253164557,107.38647840662178,0.3231333017888184,7.527307327666541,C,0.3231333017888184,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,0.07911392405063289,108.41082500128364,0.2284046888067372,8.45440263464753,C,0.2284046888067372,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,0.08860759493670889,109.44494271388851,0.15809637695606552,9.41566529721489,C,0.15809637695606552,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,0.09810126582278478,110.48892474994548,0.10711148444470141,10.406091409546969,C,0.10711148444470141,0.20000000047303879
Black-Scholes,0.0821917808219178,100.1645187454837,0.10759493670886078,111.54286520403976,0.07100128303859232,11.421326106266646,C,0.07100128303859232,0.19999999581642594
Black-Scholes,0.0821917808219178,100.1645187454837,0.11708860759493678,112.60685906831327,0.04603047399026972,12.457728846829744,C,0.04603047399026972,0.20000000512965166
Black-Scholes,0.0821917808219178,100.1645187454837,0.12658227848101267,113.68100224102655,0.02917561982893554,13.512371855855754,C,0.02917561982893554,0.20000000512965166
Black-Scholes,0.0821917808219178,100.1645187454837,0.13607594936708867,114.765391535202,0.018073768132845974,14.582988755522464,C,0.018073768132845974,0.20000000512965166
Black-Scholes,0.0821917808219178,100.1645187454837,0.14556962025316456,115.86012468734965,0.0109395938374104,15.667891716577984,C,0.0109395938374104,0.20000000512965166
Black-Scholes,0.0821917808219178,100.1645187454837,0.15506329113924056,116.96530036627638,0.006467819563078025,16.765873887456387,C,0.006467819563078025,0.20000000512965166
Black-Scholes,0.0821917808219178,100.1645187454837,0.16455696202531644,118.08101818197866,0.0037342956499433803,17.87611048318315,C,0.0037342956499433803,0.19999996787674876
Black-Scholes,0.0821917808219178,100.1645187454837,0.17405063291139244,119.2073786946208,0.0021050008450485547,18.9980677950185,C,0.0021050008450485547,0.19999996787674876
Black-Scholes,0.0821917808219178,100.1645187454837,0.18354430379746833,120.34448342359822,0.0011582313417013508,20.131425388537725,C,0.0011582313417013508,0.2000001168883604
Black-Scholes,0.0821917808219178,100.1645187454837,0.19303797468354433,121.49243485668761,0.0006219447932305519,21.276013456772528,C,0.0006219447932305519,0.19999981886513712
Black-Scholes,0.0821917808219178,100.1645187454837,0.20253164556962022,122.6513364592841,0.0003258686389693026,22.431764937751534,C,0.0003258686389693026,0.19999981886513712
Black-Scholes,0.0821917808219178,100.1645187454837,0.21202531645569622,123.82129268372667,0.00016656906255957298,23.598680592760914,C,0.00016656906255957298,0.19999981886513712
Black-Scholes,0.1643835616438356,100.32930815514358,-0.310126582278481,73.57691156388049,26.620897961888872,0.00010622581236837702,P,0.00010622581236837702,0.19999981886513712
Black-Scholes,0.1643835616438356,100.32930815514358,-0.30063291139240506,74.2787528005473,25.922578018405797,0.00017490442379845025,P,0.00017490442379845025,0.19999981886513712
Black-Scholes,0.1643835616438356,100.32930815514358,-0.2911392405063291,74.98728881565773,25.21763707156415,0.00028442404854875044,P,0.00028442404854875044,0.19999981886513712
Black-Scholes,0.1643835616438356,100.32930815514358,-0.28164556962025317,75.7025834698915,24.506033615426446,0.00045682527477330774,P,0.00045682527477330774,0.19999981886513712
Black-Scholes,0.1643835616438356,100.32930815514358,-0.2721518987341772,76.42470123308752,23.787736120604258,0.0007247314021468536,P,0.0007247314021468536,0.19999981886513712
Black-Scholes,0.1643835616438356,100.32930815514358,-0.2626582278481012,77.15370719005479,23.062727405793563,0.00113572575958402,P,0.00113572575958402,0.2000001168883604
Black-Scholes,0.1643835616438356,100.32930815514358,-0.25316455696202533,77.88966704643832,22.331010475667025,0.0017581954346002878,P,0.0017581954346002878,0.19999996787674876
Black-Scholes,0.1643835616438356,100.32930815514358,-0.24367088607594933,78.63264713464136,21.59261616368169,0.002688979974048306,P,0.002688979974048306,0.19999996787674876
Black-Scholes,0.1643835616438356,100.32930815514358,-0.2341772151898734,79.38271441980389,20.847612933760594,0.004063179014861133,P,0.004063179014861133,0.19999996787674876
Black-Scholes,0.1643835616438356,100.32930815514358,-0.22468354430379744,80.1399365058382,20.0961191828556,0.006066460852703635,P,0.006066460852703635,0.19999996787674876
Black-Scholes,0.1643835616438356,100.32930815514358,-0.2151898734177215,80.90438164152216,19.338318335877947,0.00895016343596173,P,0.00895016343596173,0.20000000512965166
Black-Scholes,0.1643835616438356,100.32930815514358,-0.20569620253164556,81.67611872665044,18.57447692411634,0.013049378904605889,P,0.013049378904605889,0.20000000512965166
Black-Scholes,0.1643835616438356,100.32930815514358,-0.1962025316455696,82.45521731824448,17.804965678318425,0.018804052851180777,P,0.018804052851180777,0.20000000512965166
Black-Scholes,0.1643835616438356,100.32930815514358,-0.18670886075949367,83.24174763682171,17.030283441970138,0.02678290383861552,P,0.02678290383861552,0.20000000512965166
Black-Scholes,0.1643835616438356,100.32930815514358,-0.17721518987341772,84.03578057272459,16.251083418759833,0.03770967716209589,P,0.03770967716209589,0.20000000512965166
Black-Scholes,0.1643835616438356,100.32930815514358,-0.16772151898734178,84.83738769250994,15.468200918770643,0.0524908973993949,P,0.0524908973993949,0.20000000512965166
Black-Scholes,0.1643835616438356,100.32930815514358,-0.15822784810126583,85.64664124539925,14.68268137869117,0.07224389504025454,P,0.07224389504025454,0.19999999581642594
Black-Scholes,0.1643835616438356,100.32930815514358,-0.1487341772151899,86.46361416979065,13.895807031380967,0.09832348253149575,P,0.09832348253149575,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,-0.1392405063291139,87.28838009983274,13.109120229176494,0.1323452841248771,P,0.1323452841248771,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,-0.12974683544303794,88.12101337206136,12.324441131480484,0.17620343007024383,P,0.17620343007024383,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,-0.120253164556962,88.96158903209955,11.543877302797833,0.23208016131859474,P,0.23208016131859474,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,-0.11075949367088606,89.81018284142147,10.769822783139224,0.3024449066562284,P,0.3024449066562284,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,-0.10126582278481011,90.66687128418071,10.004944430299133,0.3900406317776309,P,0.3900406317776309,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,-0.09177215189873417,91.53173157410404,9.252153817902038,0.497855744191391,P,0.497855744191391,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,-0.08227848101265822,92.40484166145053,8.514563705470453,0.6290805702131802,P,0.6290805702131802,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,-0.07278481012658228,93.28628024003736,7.795429049387414,0.7870483729194424,P,0.7870483729194424,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,-0.06329113924050633,94.17612675433242,7.0980736380262135,0.9751619943348689,P,0.9751619943348689,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,-0.05379746835443039,95.07446140661482,6.425804623493132,1.196808394300407,P,1.196808394300407,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,-0.044303797468354444,95.98136516420345,5.78181837759068,1.455264513629512,P,1.455264513629512,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,-0.034810126582278444,96.89691976675468,5.169102101049321,1.7535988906016668,P,1.7535988906016668,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,-0.0253164556962025,97.82120773362945,4.590336346100128,2.0945741908658286,P,2.0945741908658286,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,-0.015822784810126556,98.754312371331,4.047803974522675,2.480556172889598,P,2.480556172889598,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,-0.006329113924050611,99.69631778101308,3.543311000251724,2.913434538037025,P,2.913434538037025,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,0.0031645569620253333,100.64730886606024,3.078124234681268,3.3945605834157826,C,3.078124234681268,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,0.012658227848101333,101.60737133974011,2.652929690399834,3.924705613226964,C,2.652929690399834,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,0.022151898734177222,102.57659173292873,2.267814380270262,4.504042745532355,C,2.267814380270262,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,0.03164556962025322,103.55505740190969,1.922272589954861,5.13215319254023,C,1.922272589954861,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,0.04113924050632911,104.54285653624761,1.615236047842777,5.8080564383675455,C,1.615236047842777,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,0.05063291139240511,105.54007816673669,1.345125822608328,6.530262144507616,C,1.345125822608328,0.20000000047303879
Black-Scholes,0.1643835616438356,100.32930815514358,0.060126582278481,106.54681217342497,1.1099223933567386,7.29684022796084,C,1.1099223933567386,0.20000000047303879
